"study","title","latitude","longitude","methods","habitat","native_species","native_family","native_growth_cycle","invasive_species","invasive_family","invasive_growth_cycle","invasion_phase","MAT","MAP","fraction","source","index","units","depth","M_native","SD_native","N_native","M_invasive","SD_invasive","N_invasive","lnRR","depth_raw","depth_bot","depth_mid","habitat_class","growth_cycle","basis","sd_imputed","yi","vi","obs"
"R8","Changes in Soil Organic Carbon Dymics in a tive C4 Plant-Domited Tidal Marsh Following Sparti alterniflora Invasion","26.0036–26.0342","119.3412–119.4040","field","n/a","C.malaccensis","Cyperaceae","annual","S.alterniflora","Poaceae","perennial","invasive",19.6,1350,"DOC","F3","DOC","g/kg","30-40",41.1796246648793,2.5737,3,39.8927613941018,3.5389,3,"-3.1827036000000003E-2","30-40",40,35,NA,"perennial","concentration",FALSE,-0.0310881394661315,0.00392523065290481,155
"R8","Changes in Soil Organic Carbon Dymics in a tive C4 Plant-Domited Tidal Marsh Following Sparti alterniflora Invasion","26.0036–26.0342","119.3412–119.4040","field","n/a","C.malaccensis","Cyperaceae","annual","S.alterniflora","Poaceae","perennial","invasive",19.6,1350,"DOC","F3","DOC","g/kg","40-50",31.5281501340482,4.1823,3,31.8498659517426,3.5389,3,"1.0097907999999999E-2","40-50",50,45,NA,"perennial","concentration",FALSE,0.00927721699417164,0.00998088257774986,156
"R10","Effects of Canada Goldenrod Invasion on Soil Extracellular Enzyme Activities and Ecoenzymatic Stoichiometry","32.14","119.29","field","grassland","P.australis","Poaceae","perennial","P.australis","compositae","perennial","invasive",17.7,1272.1,"DOC","T1","DOC","(×10−1 mg C g−1 soil","0-15",2.86,0.04,4,2.41,0.03,4,"-0.171194877","0-15",15,7.5,"grassland","perennial","concentration",FALSE,-0.171199958901386,8.76411492318889e-05,157
"R12","Effects of Invasive Spartina alterniﬂora Loisel. and Subsequent Ecological Replacement bySonneratia apetala Buch.-Ham. on Soil OrganicCarbon Fractions and Stock","22.26","113.38","field","n/a","KandeliaobovataSheue&al.","Rhizophoraceae Pers.","n/a","S.alterniflora","Poaceae","perennial","invasive",22.4,NA,"DOC","F2","DOC","mg/kg","0-10",37.2857142857142,7.1987,3,101.571428571428,5.9572,3,"1.0020230219999999","0-10",10,5,NA,"perennial","concentration",FALSE,0.996512753521273,0.0135717804151089,158
"R12","Effects of Invasive Spartina alterniﬂora Loisel. and Subsequent Ecological Replacement bySonneratia apetala Buch.-Ham. on Soil OrganicCarbon Fractions and Stock","22.26","113.38","field","n/a","KandeliaobovataSheue&al.","Rhizophoraceae Pers.","n/a","S.alterniflora","Poaceae","perennial","invasive",22.4,NA,"DOC","F2","DOC","mg/kg","10-20",101.25,10.9922,3,82.2857142857142,6.9778,3,"-0.207343112","10-20",20,15,NA,"perennial","concentration",FALSE,-0.208161088464519,0.00632577564438303,159
"R12","Effects of Invasive Spartina alterniﬂora Loisel. and Subsequent Ecological Replacement bySonneratia apetala Buch.-Ham. on Soil OrganicCarbon Fractions and Stock","22.26","113.38","field","n/a","KandeliaobovataSheue&al.","Rhizophoraceae Pers.","n/a","S.alterniflora","Poaceae","perennial","invasive",22.4,NA,"DOC","F2","DOC","mg/kg","20-30",51.4285714285714,11.9102,3,154.285714285714,8.6275,3,"1.0986122890000001","20-30",30,25,NA,"perennial","concentration",FALSE,1.09019467050033,0.0189198579955104,160
"R12","Effects of Invasive Spartina alterniﬂora Loisel. and Subsequent Ecological Replacement bySonneratia apetala Buch.-Ham. on Soil OrganicCarbon Fractions and Stock","22.26","113.38","field","n/a","KandeliaobovataSheue&al.","Rhizophoraceae Pers.","n/a","S.alterniflora","Poaceae","perennial","invasive",22.4,NA,"DOC","F2","DOC","mg/kg","30-50",46.9285714285714,5.5101,3,63.6428571428571,9.7123,3,"0.30459074000000003","30-50",50,40,NA,"perennial","concentration",FALSE,0.306244156846645,0.0123582897749513,161
"R14","Exotic grasses and nitrate enrichment alter soil carbon cycling along an urban–rural tropical forest gradient","18.27-18.17","66.6-65.53","field","watershedforest","forest","n/a","n/a","PennisetumpurpureumSchumach.","Poaceae","perennial","invasive",25.7,1750,"DOC","F5","DOC","µg-C g–1","0-20",94.6478873239436,15.2113,3,63.3802816901408,5.0704,3,"-0.40103752300000001","0-20",20,10,"forest","perennial","concentration",FALSE,-0.404248965847832,0.010743044918921,162
"R17","Frequent Fire Reduces the Magnitude of Positive Interactions Between an Invasive Grass and Soil Microbes in Temperate Forests","37.32","88.45","field","forest","Ulmusspecies,Acerspecies,Fraxinusspecies,Juglansnigra,Quercusspecies,Caryaspecies,andPlatanusocci-dentalis","hardwood","n/a","Microstegium","Poaceae","n/a","invasive",NA,12800,"DOC","T2","DOC","µg-C g soil–1","0-5",84.3,17.4,40,107,12,40,"0.23844696900000001","0-5",5,2.5,"forest",NA,"concentration",FALSE,0.238071647043997,0.00137952070455472,163
"R17","Frequent Fire Reduces the Magnitude of Positive Interactions Between an Invasive Grass and Soil Microbes in Temperate Forests","37.32","88.45","field","forest","Ulmusspecies,Acerspecies,Fraxinusspecies,Juglansnigra,Quercusspecies,Caryaspecies,andPlatanusocci-dentalis","hardwood","n/a","Microstegium","Poaceae","n/a","invasive",NA,12800,"DOC","T2","DOC","µg-C g soil–1","5-10",49.2,10.1,40,73.1,8.1,40,"0.39593474299999998","5-10",10,7.5,"forest",NA,"concentration",FALSE,0.395561449117155,0.0013604991012185,164
"R17","Frequent Fire Reduces the Magnitude of Positive Interactions Between an Invasive Grass and Soil Microbes in Temperate Forests","37.32","88.45","field","forest","Ulmusspecies,Acerspecies,Fraxinusspecies,Juglansnigra,Quercusspecies,Caryaspecies,andPlatanusocci-dentalis","hardwood","n/a","Microstegium","Poaceae","n/a","invasive",NA,12800,"DOC","T2","DOC","µg-C g soil–1","10-15",42.7,8.8,40,77.9,8.6,40,"0.60122703300000002","10-15",15,12.5,"forest",NA,"concentration",FALSE,0.600848470560556,0.00136650948812154,165
"R19","Impacts of Spartina alterniflora invasion on soil carbon contents and stability in the Yellow River Delta, China","37.4-37.5","119.1-119.2","field","delta","Phragmitesaustralis","Poaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"DOC","F2","DOC","mg/kg","0-30",45.29284164859,0.7809,3,107.505422993492,3.1236,3,"0.86449760899999994","0-30",30,15,"wetland_coastal","perennial","concentration",FALSE,0.864483452491127,0.000380488647966037,166
"R19","Impacts of Spartina alterniflora invasion on soil carbon contents and stability in the Yellow River Delta, China","37.4-37.5","119.1-119.2","field","delta","Suaedasalsa","Amaranthaceae","annual","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"DOC","F2","DOC","mg/kg","0-30",25.5097613882863,1.3015,3,107.505422993492,3.1236,3,"1.438513334","0-30",30,15,"wetland_coastal","perennial","concentration",FALSE,1.43818698110882,0.00114907250050179,167
"R19","Impacts of Spartina alterniflora invasion on soil carbon contents and stability in the Yellow River Delta, China","37.4-37.5","119.1-119.2","field","delta","T.chinensi","TaxaceaeGray","n/a","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"DOC","F2","DOC","mg/kg","0-30",30.9761388286334,0.7809,3,107.505422993492,3.1236,3,"1.2442420320000001","0-30",30,15,"wetland_coastal","perennial","concentration",FALSE,1.24435887966215,0.000493246511911556,168
"R21","Invasion effects of Chromolaena odorata on soil carbon and nitrogen fractions in a tropical savanna","108.470–108.490","19.050–19.170","field","grassland","Hyptissuavedens,Eragrostiszylindrica,Tridaxprocumbens","Grass","n/a","Chromolaeodorata L.","AsteraceaeBercht.&J.Presl","perennial","invasive",24.6,1019,"DOC","F3","DOC","mg/kg","0-10",71.2280701754385,3.8207,3,96.8810916179337,4.3665,3,"0.30755902099999999","0-10",10,5,"grassland","perennial","concentration",FALSE,0.307456395494494,0.00163621950727633,169
"R21","Invasion effects of Chromolae odorata on soil carbon and nitrogen fractions in a tropical savan","108.470–108.490","19.050–19.170","field","grassland","Hyptissuavedens,Eragrostiszylindrica,Tridaxprocumbens","Grass","n/a","Chromolaeodorata L.","AsteraceaeBercht.&J.Presl","perennial","invasive",24.6,1019,"DOC","F3","DOC","mg/kg","10-20",104.522417153996,5.371,3,96.8810916179337,4.3665,3,"-7.5905341000000001E-2","10-20",20,15,"grassland","perennial","concentration",FALSE,-0.0760187268046444,0.0015573003896459,170
"R21","Invasion effects of Chromolae odorata on soil carbon and nitrogen fractions in a tropical savan","108.470–108.490","19.050–19.170","field","forest","Crotonlaui,Microcospaniculata,Dimocarpuslongga","Forest","n/a","Chromolaeodorata L.","AsteraceaeBercht.&J.Presl","perennial","invasive",24.6,1019,"DOC","F3","DOC","mg/kg","0-10",46.120857699805,8.7329,3,69.0448343079922,3.8206,3,"0.403439351","0-10",10,5,"forest","perennial","concentration",FALSE,0.39802564702767,0.0129715660778674,171
"R21","Invasion effects of Chromolae odorata on soil carbon and nitrogen fractions in a tropical savan","108.470–108.490","19.050–19.170","field","forest","Crotonlaui,Microcospaniculata,Dimocarpuslongga","Forest","n/a","Chromolaeodorata L.","AsteraceaeBercht.&J.Presl","perennial","invasive",24.6,1019,"DOC","F3","DOC","mg/kg","10-20",96.6081871345029,1.3645,3,69.0448343079922,3.8206,3,"-0.33599620899999999","10-20",20,15,"forest","perennial","concentration",FALSE,-0.335430344461864,0.0010871526355319,172
"R25","Methane production potential and methanogenic Methane production potential and methanogenic archaea community dynamics along the Spartina alterniflora invasion chronosequence in a coastal salt marsh","33.36","120.36","field","swamp","Suaedasalsa","Amaranthaceae","annual","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"DOC","T1","DOC","g C kg−1","0-20",0.3,0.03,3,0.46,0.02,3,"0.42744401500000001","0-20",20,10,"wetland_coastal","perennial","concentration",FALSE,0.426092408021647,0.00396345305608066,173
"R29","Response of topsoil Fe-bound organic carbon pool and microbial community to Spartina alterniflora invasion in coastal wetlands","n/a","n/a","field","n/a","Kandeliaobovata Sheue&al.","Rhizophoraceae Pers.","n/a","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"DOC","T1","DOC","g/kg","n/a",0.04,0.01,3,0.08,0.01,3,"0.69314718099999995","n/a",NA,NA,NA,"perennial","concentration",FALSE,0.685334680559945,0.0260416666666667,174
"R29","Response of topsoil Fe-bound organic carbon pool and microbial community to Spartina alterniflora invasion in coastal wetlands","n/a","n/a","field","n/a","Avicenniamari (Forsk.)Vierh.","Acanthaceae","n/a","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"DOC","T1","DOC","g/kg","n/a",0.06,0.01,3,0.07,0,3,"0.15415068000000001","n/a",NA,NA,NA,"perennial","concentration",FALSE,0.149521050197629,0.00925925925925926,175
"R29","Response of topsoil Fe-bound organic carbon pool and microbial community to Spartina alterniflora invasion in coastal wetlands","n/a","n/a","field","n/a","Avicenniamari (Forsk.)Vierh.","Acanthaceae","n/a","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"DOC","T1","DOC","g/kg","n/a",0.07,0,3,0.07,0.01,3,"0","n/a",NA,NA,NA,"perennial","concentration",FALSE,0.00340136054421769,0.00680272108843537,176
"R29","Response of topsoil Fe-bound organic carbon pool and microbial community to Spartina alterniflora invasion in coastal wetlands","n/a","n/a","field","n/a","Avicenniamari (Forsk.)Vierh.","Acanthaceae","n/a","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"DOC","T1","DOC","g/kg","n/a",0.11,0.01,3,0.08,0.01,3,"-0.31845373100000002","n/a",NA,NA,NA,"perennial","concentration",FALSE,-0.317226974920187,0.00796315426997245,177
"R29","Response of topsoil Fe-bound organic carbon pool and microbial community to Spartina alterniflora invasion in coastal wetlands","n/a","n/a","field","n/a","Phragmitesaustralis","Poaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"DOC","T1","DOC","g/kg","n/a",0.07,0,3,0.07,0.01,3,"0","n/a",NA,NA,NA,"perennial","concentration",FALSE,0.00340136054421769,0.00680272108843537,178
"R29","Response of topsoil Fe-bound organic carbon pool and microbial community to Spartina alterniflora invasion in coastal wetlands","n/a","n/a","field","n/a","Phragmitesaustralis","Poaceae","perennial","S.alterniflora","Poaceae","perennial","invasive",NA,NA,"DOC","T1","DOC","g/kg","n/a",0.17,0.01,3,0.16,0.01,3,"-6.0624622000000003E-2","n/a",NA,NA,NA,"perennial","concentration",FALSE,-0.060550281418511,0.00245548587081892,179
"R33","The effect of plant invasion on soil microbial carbon-use efficiency in semiarid grasslands of the Rocky Mountain West","46.5145","114.0042","field","n/a","Pseudoroegneriaspicata(Pursh)ÁLöve","Poaceae","n/a","Bromustectorum L.","Poaceae","annual","invasive",NA,NA,"DOC","T1","DOC","mg/kg","n/a",124.64,19.3,5,141.21,19.55,5,"0.12481856199999999","n/a",NA,NA,NA,"annual","concentration",FALSE,0.124337572340482,0.00862892884323093,180
"R33","The effect of plant invasion on soil microbial carbon-­use efficiency in semi-­arid grasslands of the Rocky Mountain West","46.4048","114.0140","field","n/a","Elymuselymoides(Raf.)Swezey","Poaceae","n/a","Euphorbiaesula L.","EuphorbiaceaeJuss.","perennial","invasive",7.7,350,"DOC","T1","DOC","mg/kg","n/a",124.64,19.3,5,226.05,26.62,5,"0.59532663200000002","n/a",NA,NA,NA,"perennial","concentration",FALSE,0.594315683033138,0.00756901090963494,181
"R33","The effect of plant invasion on soil microbial carbon-use efficiency in semiarid grasslands of the Rocky Mountain West","46.5145","114.0042","field","n/a","Koelariamacrantha(Ledeb.)Schult.","Poaceae","n/a","CentaureastoebeL.","AsteraceaeBercht.&J.Presl","annual","invasive",7.7,350,"DOC","T1","DOC","mg/kg","n/a",195.7,22.32,5,238.46,48.22,5,"0.197618707","n/a",NA,NA,NA,"annual","concentration",FALSE,0.200406976939762,0.0107796944122944,182
"R33","The effect of plant invasion on soil microbial carbon-use efficiency in semiarid grasslands of the Rocky Mountain West","46.4048","114.0140","field","n/a","Boutelouagracilis(Willd.ExKunth)Lag.ExGriffiths","Poaceae","n/a","PotentillarectaLinn.","Rosaceae","perennial","invasive",7.7,350,"DOC","T1","DOC","mg/kg","n/a",176.46,30.86,5,233.76,30.86,5,"0.28120072600000001","n/a",NA,NA,NA,"perennial","concentration",FALSE,0.27988510656663,0.00960250180573198,183
"R34","The invasive plant Mikania micrantha affects the soil foodweb and plant-soil nutrient contents in orchards","22.35","114.29","field","orchard","Pistaciachinensis Bunge","AcardiaceaeR.Br.","n/a","Mikaniamicrantha KunthinHumb.&al.","AsteraceaeBercht.&J.Presl","perennial","invasive",NA,NA,"DOC","T1","DOC","mg/kg","5-10",125,23.78,5,209.53,37.74,5,"0.51655319","5-10",10,7.5,"forest","perennial","concentration",FALSE,0.516178292119519,0.0137267074816077,184
"R34","The invasive plant Mikania micrantha affects the soil foodweb and plant-soil nutrient contents in orchards","22.52","114.22","field","n/a","Pistaciachinensis Bunge","AcardiaceaeR.Br.","n/a","Mikaniamicrantha KunthinHumb.&al.","AsteraceaeBercht.&J.Presl","perennial","invasive",NA,NA,"DOC","T1","DOC","mg/kg","5-10",109.07,20.29,5,321.89,29.86,5,"1.0822199939999999","5-10",10,7.5,NA,"perennial","concentration",FALSE,1.07961990515262,0.00864228743652852,185
"R34","The invasive plant Mikania micrantha affects the soil foodweb and plant-soil nutrient contents in orchards","23.26","113.28","field","n/a","Pistaciachinensis Bunge","AcardiaceaeR.Br.","n/a","Mikaniamicrantha KunthinHumb.&al.","AsteraceaeBercht.&J.Presl","perennial","invasive",NA,NA,"DOC","T1","DOC","mg/kg","5-10",140.24,21.15,5,220,23.59,5,"0.45027230600000001","5-10",10,7.5,NA,"perennial","concentration",FALSE,0.44914762169612,0.00684844329313618,186
"R37","Effects of Spartina Alterniflora Invasion on Soil Physical and Chemical Properties in Wetlands of the Yangtze River","23.90-23.93","117.40-117.50","field","estuary","Mangrove","n/a","n/a","S.alterniflora","Poaceae","perennial","invasive",15.3,1022,"DOC","F4","DOC","mg/L","0-15",257.894736842105,30.26,3,231.578947368421,14.47,3,"-0.107607751","0-15",15,7.5,"wetland_coastal","perennial","concentration",FALSE,-0.109274525654132,0.00589056400135806,187
"R37","Effects of Spartina Alterniflora Invasion on Soil Physical and Chemical Properties in Wetlands of the Yangtze River","23.90-23.93","117.40-117.50","field","estuary","Mangrove","n/a","n/a","S.alterniflora","Poaceae","perennial","invasive",15.3,1022,"DOC","F4","DOC","mg/L","15-30",273.684210526315,27.63,3,219.736842105263,13.16,3,"-0.219514511","15-30",30,22.5,"wetland_coastal","perennial","concentration",FALSE,-0.220645146744279,0.00459295264121447,188
"R37","Effects of Spartina Alterniflora Invasion on Soil Physical and Chemical Properties in Wetlands of the Yangtze River","23.90-23.93","117.40-117.50","field","estuary","Mangrove","n/a","n/a","S.alterniflora","Poaceae","perennial","invasive",15.3,1022,"DOC","F4","DOC","mg/L","30-50",231.578947368421,25,3,227.631578947368,14.47,3,"-1.7203882E-2","30-50",50,40,"wetland_coastal","perennial","concentration",FALSE,-0.0184612905892298,0.00523167582515443,189
"R37","Effects of Spartina Alterniflora Invasion on Soil Physical and Chemical Properties in Wetlands of the Yangtze River","23.90-23.93","117.40-117.50","field","estuary","Mangrove","n/a","n/a","S.alterniflora","Poaceae","perennial","invasive",15.3,1022,"DOC","F4","DOC","mg/L","50-75",243.421052631578,14.47,3,206.578947368421,17.11,3,"-0.16410060000000001","50-75",75,62.5,"wetland_coastal","perennial","concentration",FALSE,-0.163555614386177,0.0034645624839231,190
"R37","Effects of Spartina Alterniflora Invasion on Soil Physical and Chemical Properties in Wetlands of the Yangtze River","23.90-23.93","117.40-117.50","field","estuary","Mangrove","n/a","n/a","S.alterniflora","Poaceae","perennial","invasive",15.3,1022,"DOC","F4","DOC","mg/L","75-100",252.631578947368,25,3,230.263157894736,17.11,3,"-9.2716861999999997E-2","75-100",100,87.5,"wetland_coastal","perennial","concentration",FALSE,-0.0934212860441792,0.00510472527758808,191
"R39","Substrate availability regulates the suppressive effects of Canada goldenrod invasion on soil respiration","32.14","119.29","field","Shore","P.australis","Poaceae","perennial","SolidagocadensisL.","AsteraceaeBercht.&J.Presl","perennial","invasive",17.1,1272.1,"DOC","T1","DOC","×10–1 mg C g−1 soil","0-10",1.95,0.01,3,2.32,0.02,3,"0.17373781299999999","0-10",10,5,"wetland_coastal","perennial","concentration",FALSE,0.173745816069612,3.3538259322582e-05,192
